 ,Label,Area,Mean,Min,Max,Circ.,IntDen,RawIntDen,AR,Round,Solidity
33,ctrl-og-15000-T.jpg,3760,255,255,255,0.618,958800,958800,2.038,0.491,0.872
34,ctrl-og-15000-T.jpg,3254,255,255,255,0.716,829770,829770,1.361,0.735,0.933
35,ctrl-og-15000-T.jpg,3785,255,255,255,0.788,965175,965175,1.427,0.701,0.953
36,ctrl-og-15000-T.jpg,6383,255,255,255,0.519,1627665,1627665,2.080,0.481,0.887
37,ctrl-og-15000-T.jpg,2274,255,255,255,0.754,579870,579870,1.565,0.639,0.947
38,ctrl-og-15000-T.jpg,5245,255,255,255,0.666,1337475,1337475,1.412,0.708,0.907
39,ctrl-og-15000-T.jpg,4930,255,255,255,0.613,1257150,1257150,1.884,0.531,0.876
40,ctrl-og-15000-T.jpg,2939,255,255,255,0.701,749445,749445,1.960,0.510,0.919
41,ctrl-og-15000-T.jpg,3270,255,255,255,0.555,833850,833850,2.289,0.437,0.805
42,ctrl-og-15000-T.jpg,5148,255,255,255,0.818,1312740,1312740,1.182,0.846,0.949
43,ctrl-og-15000-T.jpg,6864,255,255,255,0.519,1750320,1750320,1.650,0.606,0.838
44,ctrl-og-15000-T.jpg,6468,255,255,255,0.482,1649340,1649340,2.044,0.489,0.819
45,ctrl-og-15000-T.jpg,2239,255,255,255,0.471,570945,570945,2.100,0.476,0.780
46,ctrl-og-15000-T.jpg,3048,255,255,255,0.693,777240,777240,1.750,0.571,0.921
47,ctrl-og-15000-T.jpg,6857,255,255,255,0.806,1748535,1748535,1.406,0.711,0.959
48,ctrl-og-15000-T.jpg,2090,255,255,255,0.743,532950,532950,1.860,0.537,0.940
49,ctrl-og-15000-T.jpg,4201,255,255,255,0.726,1071255,1071255,1.117,0.896,0.895
50,ctrl-og-15000-T.jpg,4341,255,255,255,0.631,1106955,1106955,1.689,0.592,0.883
51,ctrl-og-15000-T.jpg,4751,255,255,255,0.670,1211505,1211505,1.232,0.811,0.863
52,ctrl-og-15000-T.jpg,4084,255,255,255,0.759,1041420,1041420,1.428,0.700,0.948
53,ctrl-og-15000-T.jpg,3636,255,255,255,0.658,927180,927180,1.812,0.552,0.910
54,ctrl-og-15000-T.jpg,6287,255,255,255,0.622,1603185,1603185,2.029,0.493,0.949
